ad_id,ad_name,effective_status,campaign_id,creative_id,media_type,object_type,local_path,frames_dir,sha256,video_id,has_video_file,has_thumbnail
120222204880450476,Ad18_VID_Wht_jotamatiotti_109_B/A_VAR02,CAMPAIGN_PAUSED,120217386309950476,3049271988707611,video,VIDEO,creatives_output/images/120222204880450476_Ad18_VID_Wht_jotamatiotti_109_BA_VAR02_thumb.jpg,creatives_output/frames/120222204880450476,9820dbaca856a953031d008cb941df3baf80d992dad651e6a7a97e7f245e4b5e,1886610602165884,False,True
120222204627440476,Ad16_VID_Wht_jotamatiotti_107_Cansado_VAR03,CAMPAIGN_PAUSED,120217386309950476,709407208137751,video,VIDEO,creatives_output/images/120222204627440476_Ad16_VID_Wht_jotamatiotti_107_Cansado_VAR03_thumb.jpg,creatives_output/frames/120222204627440476,0cdac36b3c50f9619fac847e5fa3c25a6dcefd907ce0873007be2ed2d49e2b99,537621022748507,False,True
120222205116190476,Ad18_VID_Wht_jotamatiotti_109_B/A_VAR04,CAMPAIGN_PAUSED,120217386309950476,698959175852764,video,VIDEO,creatives_output/images/120222205116190476_Ad18_VID_Wht_jotamatiotti_109_BA_VAR04_thumb.jpg,creatives_output/frames/120222205116190476,133991bdd724e7eb1daa44a3300e44e734440d877032500c86633fcb1609da63,1484422109190028,False,True
120217386319920476,Ad11_VID_Wht_rodrigoamgoes_VAR04 – Copy,PAUSED,120217386309950476,1782314632564927,video,VIDEO,creatives_output/images/120217386319920476_Ad11_VID_Wht_rodrigoamgoes_VAR04__Copy_thumb.jpg,creatives_output/frames/120217386319920476,91637a649bc0c06f125aad385aa4c23f49a617310c785510b5801f945aab6178,1023415972964157,False,True
120216134782910476,Ad11_VID_Wht_rodrigoamgoes_VAR04,CAMPAIGN_PAUSED,120214610105740476,1782314632564927,video,VIDEO,creatives_output/images/120216134782910476_Ad11_VID_Wht_rodrigoamgoes_VAR04_thumb.jpg,creatives_output/frames/120216134782910476,91637a649bc0c06f125aad385aa4c23f49a617310c785510b5801f945aab6178,1023415972964157,False,True
120216134673440476,Ad11_VID_Wht_rodrigoamgoes_VAR02,CAMPAIGN_PAUSED,120214610105740476,633912389039144,video,VIDEO,creatives_output/images/120216134673440476_Ad11_VID_Wht_rodrigoamgoes_VAR02_thumb.jpg,creatives_output/frames/120216134673440476,17295c6f0e4fe9777393270db7827bed7944dc8642673cc8ce425c4d4c63040a,1159541999092046,False,True
120216134530970476,Ad11_VID_Wht_rodrigoamgoes_VAR01,CAMPAIGN_PAUSED,120214610105740476,658505926610273,video,VIDEO,creatives_output/images/120216134530970476_Ad11_VID_Wht_rodrigoamgoes_VAR01_thumb.jpg,creatives_output/frames/120216134530970476,0eb2a7d2bd69d524a147f91db92348a3dfcbe7c50352cb1ca15b8b1388cff775,990684729603067,False,True
120216134734250476,Ad11_VID_Wht_rodrigoamgoes_VAR03,CAMPAIGN_PAUSED,120214610105740476,509498928832409,video,VIDEO,creatives_output/images/120216134734250476_Ad11_VID_Wht_rodrigoamgoes_VAR03_thumb.jpg,creatives_output/frames/120216134734250476,8f0676123afb711fa435d3bcea2356cd0e61b37fc5372c22cc275d49f7c2785a,1185521083293903,False,True
120237291827630476,WL400_ADS-9-1_VAR1_January_BR_IMG_FB_Normal_NA_NoActor_Striker_Product_NA,PAUSED,120237266447660476,1401139524797684,image,SHARE,creatives_output/images/120237291827630476_WL400_ADS-9-1_VAR1_January_BR_IMG_FB_Normal_NA_NoActor_Striker_Product_NA.png,creatives_output/frames/120237291827630476,67f845304c837f86b7f12a415ccff32d38642cf3f7033a6f69723af2bba044eb,,False,False
120237291842320476,WL400_ADS-20_VAR1_January_BR_IMG_FB_Normal_NA_NoActor_Striker_Product_NA,PAUSED,120237266447660476,2730174497336963,image,SHARE,creatives_output/images/120237291842320476_WL400_ADS-20_VAR1_January_BR_IMG_FB_Normal_NA_NoActor_Striker_Product_NA.png,creatives_output/frames/120237291842320476,41d2084c71ed905ff9c321db84b121b1310f8fe413f26ad9a8716d4dcb706ba3,,False,False
120237291811620476,WL400_ADS-9_VAR1_January_BR_IMG_FB_Normal_NA_NoActor_Striker_Product_NA,PAUSED,120237266447660476,1916215729289455,image,SHARE,creatives_output/images/120237291811620476_WL400_ADS-9_VAR1_January_BR_IMG_FB_Normal_NA_NoActor_Striker_Product_NA.png,creatives_output/frames/120237291811620476,cd03ebc2d5db66e7702e6df5432583d79b5fa1731024c113edadd9c5807db38d,,False,False
120237291857470476,WL400_ADS-21_VAR1_January_BR_IMG_FB_Normal_NA_NoActor_Striker_Product_NA,PAUSED,120237266447660476,1880703936152414,image,SHARE,creatives_output/images/120237291857470476_WL400_ADS-21_VAR1_January_BR_IMG_FB_Normal_NA_NoActor_Striker_Product_NA.png,creatives_output/frames/120237291857470476,f1a857a93d1867105b10a79b41076ff6f942d551cd2291f07dabc3983984f7f8,,False,False
120237291835380476,WL400_ADS-6_VAR1_January_BR_IMG_FB_Normal_NA_NoActor_Striker_Product_NA,PAUSED,120237266447660476,4391040417840194,image,SHARE,creatives_output/images/120237291835380476_WL400_ADS-6_VAR1_January_BR_IMG_FB_Normal_NA_NoActor_Striker_Product_NA.png,creatives_output/frames/120237291835380476,f28b099ca26ef4ac42f1d6930aee6b1761f7be7d28ecc758d20e64e14db9bb19,,False,False
