ad_id,ad_name_std,campaign_id,campaign_name_std,adset_name_std,effective_status,media_type,object_type,creative_id,impressions_std,clicks_std,spend_std,link_clicks_std,ctr,cpm_calc,cpc_calc,hook_rate,video_p25,video_p50,video_p75,video_p100,retention_25_to_50,retention_50_to_75,retention_75_to_100,lpv_inc,questionnaire_started_inc,inc_initiate_checkout,inc_purchase,purchase_std,connect_rate,bounce_rate,cac,cost_per_checkout,cpp_std,performance_score,pause_reason,is_top5,w_ctr,w_connect_rate,w_bounce_rate,w_cost_per_checkout,w_cac,w_hook_rate,created_dt
120239284051240476,WL476_NovoPreço_VAR1_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,PAUSED,image,SHARE,1239032445025468,1357,9,99.64,9.0,0.006632277081798084,73.42667649226235,11.071111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.4444444444444444,0.0,0.0,49.82,inf,0.0,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284312280476,WL477_NovoPreço_VAR2_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,934602962359985,31077,260,1256.65,217.0,0.008366315924960581,40.43665733500659,4.833269230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,39.0,6.0,6.0,1.0138248847926268,0.0,209.4416666666667,32.22179487179488,209.4416666666667,9.49,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284340160476,WL478_NovoPreço_VAR3_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,923937453669105,32383,321,863.84,282.0,0.009912608467405737,26.67572491739493,2.6910903426791277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,46.0,8.0,8.0,0.8936170212765957,0.0,107.98,18.77913043478261,107.98,9.75,,True,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284513270476,WL479_NovoPreço_VAR4_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,PAUSED,image,SHARE,1242644974077362,331,5,14.69,2.0,0.015105740181268883,44.38066465256797,2.9379999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,inf,0.0,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284660340476,WL480_NovoPreço_VAR5_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,1642137546818383,86986,901,3145.01,737.0,0.010357988641850413,36.15535833352494,3.490577136514984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,0.0,116.0,15.0,15.0,0.903663500678426,0.0,209.66733333333335,27.112155172413797,209.66733333333335,9.49,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284750970476,WL481_NovoPreço_VAR6_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,1248488664050730,601061,5290,12071.0,3795.0,0.008801103382185834,20.08282021292348,2.281852551984877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3549.0,0.0,599.0,91.0,91.0,0.9351778656126483,0.0,132.64835164835165,20.151919866444075,132.64835164835165,9.69,,True,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284841330476,WL483_NovoPreço_VAR8_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,1406354410780845,682,5,44.71,4.0,0.007331378299120235,65.55718475073314,8.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.5,0.0,44.71,22.355,44.71,9.92,,True,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284998960476,WL484_NovoPreço_VAR9_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,1945134882787984,5601,37,233.63,30.0,0.006605963220853419,41.7121942510266,6.314324324324324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,8.0,2.0,2.0,0.7666666666666667,0.0,116.815,29.20375,116.815,9.73,,True,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239285205050476,WL485_NovoPreço_VAR10_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,PAUSED,image,SHARE,923553333595870,49,1,3.79,1.0,0.02040816326530612,77.34693877551021,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,inf,0.0,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239285321870476,WL486_NovoPreço_VAR11_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,26609752891962414,871049,8104,20249.87,6359.0,0.009303724589546628,23.247681818129635,2.49875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5938.0,0.0,1027.0,97.0,97.0,0.9337946217958799,0.0,208.76154639175257,19.717497565725413,208.76154639175257,9.49,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
