ad_id,ad_name_std,campaign_id,campaign_name_std,adset_name_std,effective_status,media_type,object_type,creative_id,impressions_std,clicks_std,spend_std,link_clicks_std,ctr,cpm_calc,cpc_calc,hook_rate,video_p25,video_p50,video_p75,video_p100,retention_25_to_50,retention_50_to_75,retention_75_to_100,lpv_inc,questionnaire_started_inc,inc_initiate_checkout,inc_purchase,purchase_std,connect_rate,bounce_rate,cac,cost_per_checkout,cpp_std,performance_score,pause_reason,is_top5,w_ctr,w_connect_rate,w_bounce_rate,w_cost_per_checkout,w_cac,w_hook_rate,created_dt
120239284051240476,WL476_NovoPreço_VAR1_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,PAUSED,image,SHARE,1239032445025468,302.0,1.0,12.76,1.0,0.0033112582781456954,42.25165562913907,12.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284312280476,WL477_NovoPreço_VAR2_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,934602962359985,121224.0,753.0,3345.15,611.0,0.006211641259156603,27.594783211245296,4.442430278884462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0,96.0,14.0,14.0,0.8216039279869067,0.0,238.93928571428572,34.8453125,238.93928571428572,8.98,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284340160476,WL478_NovoPreço_VAR3_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,923937453669105,138810.0,1006.0,2633.24,855.0,0.007247316475758231,18.970103018514518,2.617534791252485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,78.0,8.0,8.0,0.7672514619883041,0.0,329.155,33.759487179487174,329.155,8.57,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284513270476,WL479_NovoPreço_VAR4_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,PAUSED,image,SHARE,1242644974077362,52.0,1.0,1.71,0.0,0.019230769230769232,32.88461538461539,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284660340476,WL480_NovoPreço_VAR5_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,1642137546818383,156097.0,1409.0,4842.07,1143.0,0.009026438688764038,31.019622414268053,3.43652945351313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,0.0,150.0,21.0,21.0,0.7935258092738408,0.0,230.57476190476189,32.28046666666666,230.57476190476189,9.02,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284750970476,WL481_NovoPreço_VAR6_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,1248488664050730,847359.0,6407.0,15085.76,4372.0,0.007561139965469181,17.803268744416474,2.3545746839394415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3719.0,0.0,643.0,90.0,90.0,0.8506404391582799,0.0,167.61955555555556,23.46152410575428,167.61955555555556,9.31,,True,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284841330476,WL483_NovoPreço_VAR8_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,1406354410780845,7176.0,56.0,262.19,50.0,0.007803790412486065,36.53706800445931,4.681964285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,3.0,0.0,0.0,0.76,0.0,0.0,87.39666666666666,inf,0.0,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239284998960476,WL484_NovoPreço_VAR9_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,1945134882787984,37191.0,286.0,1128.66,263.0,0.007690032534753032,30.347664757602647,3.9463636363636367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,16.0,1.0,1.0,0.6958174904942965,0.0,1128.66,70.54125,1128.66,4.91,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239285205050476,WL485_NovoPreço_VAR10_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,PAUSED,image,SHARE,923553333595870,15.0,0.0,1.14,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
120239285321870476,WL486_NovoPreço_VAR11_March_BR_IMG_FB_Normal_NA_NoActor_Striker_Informative_Informative_Offer_Affordability_ImprovedHealth_StaticPolished-Lifestyle,120239283225230476,Voy_WL_Acquisition_Testing_New,WL_Testing_NovoPreço_25_65+_W&M_SUL_SUDESTE,ACTIVE,image,SHARE,26609752891962414,1067694.0,8199.0,22596.75,6069.0,0.007679166502762028,21.164069480581514,2.7560373216245884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5366.0,0.0,936.0,88.0,88.0,0.8841654308782336,0.0,256.78125,24.141826923076923,256.78125,8.9,,False,0.0,0.0,0.0,0.0,10.0,0.0,2026-03-06 13:24:22-03:00
